0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-538631748	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7556890356	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-49790841012	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204716229908	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-588628038432	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1257143712416	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-2067372357312	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	2677915512384	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-2771671658248	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2311622375656	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-1559450341768	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	850696602696	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-373609054592	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	130913388672	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-36058882016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	7628220000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-1195025940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	130473220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-8855332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
281092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
