0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177498648	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2380251816	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14936524464	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-58254458160	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	158172640336	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-317369216432	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	487473017296	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-585815874096	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	558141660736	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-424582937152	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	258394200240	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-125465900304	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	48230737200	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-14475608272	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	3316789616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-559751056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	65514024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-4745368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
