0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54924144	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-666465776	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3755836576	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-13042188304	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	31219831232	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-54598918064	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	72126800928	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-73380819152	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	58078996128	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-35862903504	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	17211689696	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-6350172208	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1764995776	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-357159824	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	49611872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-4225776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
166256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
