0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-182783112	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334521888	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-13908921888	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	51319835776	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-131283578496	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	246997141216	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-353749056736	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	393770434560	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-344749542032	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	238657575072	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-130584126176	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	56133211008	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-18718643776	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	4739434656	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-879686176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	112771072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-8913960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
327104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
