0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1137875688	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17379068724	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-125339105376	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567530413920	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1809433752600	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4318107646124	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8004336407008	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	11804163850336	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-14070487237744	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	13697325075816	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-10957473426208	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	7223673251744	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-3923523294224	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1749994525368	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-636716987552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	186951048736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-43583088040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	7873299364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-1061727744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	100510336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-5954264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
