0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-43641328	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	501833776	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-2669106224	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	8706228272	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-19467802096	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	31594537456	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-38425461680	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	35643929840	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-25412705872	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	13918763664	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-5805921296	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	1810524304	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-408420816	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	62898000	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-5911568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
