0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405793800	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5953523112	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41122875960	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-177749692104	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539012481856	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1218467938752	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129714195392	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-2946185909696	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	3274973743056	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-2953090066000	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2171174147824	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-1303446776208	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	637671465792	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-252777673600	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	80385311232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-20189149312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	3910429928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	-562925256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	56660248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-3555688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
