0	0	0	0	0	0	0	0	0	0	0	0	0	0	11708656	
0	0	0	0	0	0	0	0	0	0	0	0	0	-126958288	0	
0	0	0	0	0	0	0	0	0	0	0	0	633188096	0	0	
0	0	0	0	0	0	0	0	0	0	0	-1924205664	0	0	0	
0	0	0	0	0	0	0	0	0	0	3978338448	0	0	0	0	
0	0	0	0	0	0	0	0	0	-5916410864	0	0	0	0	0	
0	0	0	0	0	0	0	0	6522734944	0	0	0	0	0	0	
0	0	0	0	0	0	0	-5412490304	0	0	0	0	0	0	0	
0	0	0	0	0	0	3394836496	0	0	0	0	0	0	0	0	
0	0	0	0	0	-1600767408	0	0	0	0	0	0	0	0	0	
0	0	0	0	558271808	0	0	0	0	0	0	0	0	0	0	
0	0	0	-139567456	0	0	0	0	0	0	0	0	0	0	0	
0	0	23633008	0	0	0	0	0	0	0	0	0	0	0	0	
0	-2425232	0	0	0	0	0	0	0	0	0	0	0	0	0	
113760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
